customer_id,recency,frequency,monetary,R,F,M,RFM_score,segment,cluster,marketing_channel
CUST01929,43,5,550.13,3,3,3,9,Loyal Customers,1,Direct
CUST01930,192,5,266.57,1,3,2,6,Potential Loyalists,1,Direct
CUST01931,4,3,431.37999999999994,4,2,3,9,Loyal Customers,3,Organic Search
CUST01932,80,6,444.42,2,4,3,9,Loyal Customers,1,Direct
CUST01933,21,4,436.02,4,2,3,9,Loyal Customers,3,Organic Search
CUST01934,14,4,416.47,4,2,2,8,Loyal Customers,3,Paid Search
CUST01935,127,6,458.05,2,4,3,9,Loyal Customers,1,Social Media
CUST01936,13,4,246.42000000000002,4,2,2,8,Loyal Customers,3,Organic Search
CUST01937,22,2,316.23,4,1,2,7,Potential Loyalists,3,Email
CUST01938,19,3,137.58,4,2,1,7,Potential Loyalists,3,Organic Search
CUST01939,34,4,357.92,3,2,2,7,Potential Loyalists,3,Referral
CUST01940,14,3,66.59,4,2,1,7,Potential Loyalists,3,Organic Search
CUST01941,148,3,294.11,1,2,2,5,At Risk,3,Social Media
CUST01942,239,5,425.85,1,3,3,7,Potential Loyalists,0,Referral
CUST01943,22,5,355.85,4,3,2,9,Loyal Customers,1,Direct
CUST01944,3,6,821.08,4,4,4,12,Champions,1,Social Media
CUST01945,15,3,307.17999999999995,4,2,2,8,Loyal Customers,3,Social Media
CUST01946,148,3,323.3,1,2,2,5,At Risk,3,Organic Search
CUST01947,48,4,137.72,3,2,1,6,Potential Loyalists,3,Direct
CUST01948,117,4,253.84,2,2,2,6,Potential Loyalists,3,Email
CUST01949,326,9,801.79,1,4,4,9,Loyal Customers,2,Social Media
CUST01950,10,2,194.37,4,1,1,6,Potential Loyalists,3,Organic Search
CUST01951,378,1,124.42,1,1,1,3,Hibernating,0,Organic Search
CUST01952,24,11,1266.75,3,4,4,11,Champions,2,Social Media
CUST01953,68,2,230.21,2,1,1,4,At Risk,3,Organic Search
CUST01954,21,5,285.37,4,3,2,9,Loyal Customers,1,Email
CUST01955,87,7,642.96,2,4,3,9,Loyal Customers,1,Paid Search
CUST01956,123,5,413.29999999999995,2,3,2,7,Potential Loyalists,1,Paid Search
CUST01957,8,2,286.03,4,1,2,7,Potential Loyalists,3,Paid Search
CUST01958,10,4,170.49,4,2,1,7,Potential Loyalists,3,Organic Search
CUST01959,56,4,253.63,2,2,2,6,Potential Loyalists,3,Social Media
CUST01960,152,9,1658.06,1,4,4,9,Loyal Customers,2,Organic Search
CUST01962,56,8,1115.05,2,4,4,10,Champions,2,Direct
CUST01963,41,3,123.9,3,2,1,6,Potential Loyalists,3,Social Media
CUST01964,7,8,1056.57,4,4,4,12,Champions,2,Paid Search
CUST01965,25,5,298.79999999999995,3,3,2,8,Loyal Customers,1,Direct
CUST01966,39,2,94.91,3,1,1,5,At Risk,3,Organic Search
CUST01967,88,5,220.86,2,3,1,6,Potential Loyalists,3,Organic Search
CUST01968,22,3,258.92,4,2,2,8,Loyal Customers,3,Organic Search
CUST01969,71,2,34.0,2,1,1,4,At Risk,3,Paid Search
CUST01970,22,4,1360.2,4,2,4,10,Champions,2,Organic Search
CUST01971,158,3,713.12,1,2,4,7,Potential Loyalists,3,Referral
CUST01972,59,4,616.98,2,2,3,7,Potential Loyalists,1,Organic Search
CUST01973,18,4,444.26,4,2,3,9,Loyal Customers,3,Organic Search
CUST01974,482,4,383.38,1,2,2,5,At Risk,0,Organic Search
CUST01975,37,6,520.48,3,4,3,10,Champions,1,Organic Search
CUST01976,59,4,529.24,2,2,3,7,Potential Loyalists,1,Paid Search
CUST01977,78,1,156.62,2,1,1,4,At Risk,3,Organic Search
CUST01978,46,6,596.5,3,4,3,10,Champions,1,Referral
CUST01979,39,6,602.9300000000001,3,4,3,10,Champions,1,Referral
CUST01980,218,6,945.68,1,4,4,9,Loyal Customers,2,Organic Search
CUST01981,161,4,317.49,1,2,2,5,At Risk,3,Paid Search
CUST01982,202,3,700.24,1,2,4,7,Potential Loyalists,0,Social Media
CUST01983,24,4,167.07999999999998,3,2,1,6,Potential Loyalists,3,Organic Search
CUST01984,68,4,471.93,2,2,3,7,Potential Loyalists,1,Paid Search
CUST01985,39,3,277.45,3,2,2,7,Potential Loyalists,3,Social Media
CUST01986,26,5,616.16,3,3,3,9,Loyal Customers,1,Social Media
CUST01987,9,4,207.71,4,2,1,7,Potential Loyalists,3,Direct
CUST01988,232,4,257.76,1,2,2,5,At Risk,0,Paid Search
CUST01989,55,3,311.2,2,2,2,6,Potential Loyalists,3,Social Media
CUST01990,59,7,524.69,2,4,3,9,Loyal Customers,1,Paid Search
CUST01991,56,9,1240.12,2,4,4,10,Champions,2,Email
CUST01993,60,3,161.25,2,2,1,5,At Risk,3,Direct
CUST01994,38,4,385.44,3,2,2,7,Potential Loyalists,3,Direct
CUST01995,21,4,281.84999999999997,4,2,2,8,Loyal Customers,3,Organic Search
CUST01996,35,4,331.06,3,2,2,7,Potential Loyalists,3,Direct
CUST01998,3,8,641.5899999999999,4,4,3,11,Champions,1,Referral
CUST01999,142,11,1425.07,2,4,4,10,Champions,2,Social Media
CUST02000,152,5,490.05,1,3,3,7,Potential Loyalists,1,Referral
CUST02001,99,5,280.61,2,3,2,7,Potential Loyalists,1,Referral
CUST02002,82,3,1539.48,2,2,4,8,Loyal Customers,2,Referral
CUST02003,48,11,1674.01,3,4,4,11,Champions,2,Organic Search
CUST02004,69,5,257.38,2,3,2,7,Potential Loyalists,1,Organic Search
CUST02005,108,5,769.08,2,3,4,9,Loyal Customers,1,Paid Search
CUST02006,25,2,183.24,3,1,1,5,At Risk,3,Direct
CUST02007,7,6,897.05,4,4,4,12,Champions,2,Social Media
CUST02008,5,6,380.33000000000004,4,4,2,10,Champions,1,Referral
CUST02009,41,6,206.48,3,4,1,8,Loyal Customers,1,Organic Search
CUST02010,6,5,933.94,4,3,4,11,Champions,1,Paid Search
CUST02011,89,5,554.67,2,3,3,8,Loyal Customers,1,Direct
CUST02012,37,5,1016.6099999999999,3,3,4,10,Champions,2,Organic Search
CUST02013,338,3,521.41,1,2,3,6,Potential Loyalists,0,Organic Search
CUST02014,57,6,681.68,2,4,4,10,Champions,1,Organic Search
CUST02015,38,10,1172.1499999999999,3,4,4,11,Champions,2,Organic Search
CUST02016,21,3,245.85000000000002,4,2,2,8,Loyal Customers,3,Social Media
CUST02017,140,5,367.31,2,3,2,7,Potential Loyalists,1,Social Media
CUST02018,86,2,180.92000000000002,2,1,1,4,At Risk,3,Paid Search
CUST02019,338,3,244.76000000000002,1,2,1,4,At Risk,0,Organic Search
CUST02020,102,5,748.6,2,3,4,9,Loyal Customers,1,Email
CUST02021,66,4,1004.63,2,2,4,8,Loyal Customers,1,Organic Search
CUST02022,46,5,674.5799999999999,3,3,3,9,Loyal Customers,1,Organic Search
CUST02023,22,6,842.82,4,4,4,12,Champions,1,Organic Search
CUST02024,347,2,82.13,1,1,1,3,Hibernating,0,Direct
CUST02025,39,2,109.02,3,1,1,5,At Risk,3,Email
CUST02026,116,4,390.64,2,2,2,6,Potential Loyalists,3,Email
CUST02027,225,3,298.71999999999997,1,2,2,5,At Risk,0,Organic Search
CUST02028,15,8,639.56,4,4,3,11,Champions,1,Paid Search
CUST02029,146,3,445.63,1,2,3,6,Potential Loyalists,3,Social Media
CUST02030,119,4,285.57,2,2,2,6,Potential Loyalists,3,Social Media
CUST02031,133,4,579.53,2,2,3,7,Potential Loyalists,1,Social Media
CUST02032,31,5,367.83,3,3,2,8,Loyal Customers,1,Organic Search
CUST02033,226,3,172.7,1,2,1,4,At Risk,0,Organic Search
CUST02034,338,4,247.1,1,2,2,5,At Risk,0,Direct
CUST02035,101,6,200.89,2,4,1,7,Potential Loyalists,1,Direct
CUST02036,19,2,220.03,4,1,1,6,Potential Loyalists,3,Organic Search
CUST02037,87,4,275.56,2,2,2,6,Potential Loyalists,3,Social Media
CUST02038,67,3,798.86,2,2,4,8,Loyal Customers,1,Social Media
CUST02039,16,6,481.64,4,4,3,11,Champions,1,Email
CUST02040,10,4,308.36,4,2,2,8,Loyal Customers,3,Organic Search
CUST02041,74,3,698.6400000000001,2,2,4,8,Loyal Customers,3,Organic Search
CUST02042,33,1,100.8,3,1,1,5,At Risk,3,Organic Search
CUST02043,72,4,613.63,2,2,3,7,Potential Loyalists,1,Organic Search
CUST02044,194,1,59.26,1,1,1,3,Hibernating,0,Direct
CUST02045,38,5,395.52,3,3,2,8,Loyal Customers,1,Email
CUST02046,37,3,358.8,3,2,2,7,Potential Loyalists,3,Organic Search
CUST02047,132,5,370.85,2,3,2,7,Potential Loyalists,1,Referral
CUST02048,31,3,132.35,3,2,1,6,Potential Loyalists,3,Paid Search
CUST02049,133,6,498.69,2,4,3,9,Loyal Customers,1,Organic Search
CUST02050,24,8,764.4200000000001,3,4,4,11,Champions,2,Direct
CUST02051,346,2,223.38,1,1,1,3,Hibernating,0,Organic Search
CUST02052,25,5,579.6700000000001,3,3,3,9,Loyal Customers,1,Email
CUST02053,431,4,288.15,1,2,2,5,At Risk,0,Email
CUST02054,3,5,766.34,4,3,4,11,Champions,1,Paid Search
CUST02055,213,3,252.84,1,2,2,5,At Risk,0,Email
CUST02056,24,5,349.69,3,3,2,8,Loyal Customers,1,Email
CUST02057,1,7,680.62,4,4,4,12,Champions,1,Organic Search
CUST02058,46,3,276.4,3,2,2,7,Potential Loyalists,3,Organic Search
CUST02059,334,4,289.61,1,2,2,5,At Risk,0,Direct
CUST02060,8,10,1657.01,4,4,4,12,Champions,2,Referral
CUST02061,306,2,99.83,1,1,1,3,Hibernating,0,Social Media
CUST02062,21,6,1299.79,4,4,4,12,Champions,2,Paid Search
CUST02063,36,4,575.71,3,2,3,8,Loyal Customers,1,Organic Search
CUST02064,8,2,325.62,4,1,2,7,Potential Loyalists,3,Paid Search
CUST02065,50,4,287.15,3,2,2,7,Potential Loyalists,3,Direct
CUST02066,391,3,369.97,1,2,2,5,At Risk,0,Social Media
CUST02067,31,4,376.34,3,2,2,7,Potential Loyalists,3,Referral
CUST02068,207,4,342.54,1,2,2,5,At Risk,0,Email
CUST02069,105,6,1164.5600000000002,2,4,4,10,Champions,2,Direct
CUST02070,27,5,631.65,3,3,3,9,Loyal Customers,1,Referral
CUST02071,36,4,536.47,3,2,3,8,Loyal Customers,1,Paid Search
CUST02072,20,5,303.98,4,3,2,9,Loyal Customers,1,Organic Search
CUST02073,15,4,1393.04,4,2,4,10,Champions,2,Social Media
CUST02074,152,3,149.63,1,2,1,4,At Risk,3,Direct
CUST02075,391,4,273.16999999999996,1,2,2,5,At Risk,0,Social Media
CUST02076,106,1,181.12,2,1,1,4,At Risk,3,Email
CUST02077,8,6,233.29,4,4,1,9,Loyal Customers,1,Social Media
CUST02078,231,2,114.47999999999999,1,1,1,3,Hibernating,0,Referral
CUST02079,74,6,1089.47,2,4,4,10,Champions,2,Paid Search
CUST02081,8,4,288.99,4,2,2,8,Loyal Customers,3,Paid Search
CUST02082,18,4,395.82,4,2,2,8,Loyal Customers,3,Paid Search
CUST02083,48,3,810.29,3,2,4,9,Loyal Customers,1,Organic Search
CUST02084,5,3,443.9,4,2,3,9,Loyal Customers,3,Direct
CUST02085,1,6,1151.05,4,4,4,12,Champions,2,Paid Search
CUST02086,16,3,172.08,4,2,1,7,Potential Loyalists,3,Paid Search
CUST02087,12,7,676.54,4,4,3,11,Champions,1,Paid Search
CUST02088,19,8,1352.74,4,4,4,12,Champions,2,Email
CUST02089,13,9,806.09,4,4,4,12,Champions,2,Email
CUST02090,228,2,127.21000000000001,1,1,1,3,Hibernating,0,Social Media
CUST02091,35,6,377.73,3,4,2,9,Loyal Customers,1,Social Media
CUST02092,107,2,158.29,2,1,1,4,At Risk,3,Referral
CUST02093,29,3,241.95999999999998,3,2,1,6,Potential Loyalists,3,Paid Search
CUST02094,58,3,158.47,2,2,1,5,At Risk,3,Referral
CUST02095,2,7,1061.53,4,4,4,12,Champions,2,Organic Search
CUST02096,21,5,363.97,4,3,2,9,Loyal Customers,1,Social Media
CUST02097,107,4,526.78,2,2,3,7,Potential Loyalists,1,Email
CUST02098,42,3,412.76,3,2,2,7,Potential Loyalists,3,Direct
CUST02099,187,4,173.77,1,2,1,4,At Risk,3,Email
CUST02100,38,8,488.03999999999996,3,4,3,10,Champions,1,Paid Search
CUST02101,63,6,567.0699999999999,2,4,3,9,Loyal Customers,1,Email
CUST02102,143,3,111.37,2,2,1,5,At Risk,3,Organic Search
CUST02103,11,6,663.85,4,4,3,11,Champions,1,Email
CUST02104,262,2,274.28999999999996,1,1,2,4,At Risk,0,Social Media
CUST02105,8,6,522.47,4,4,3,11,Champions,1,Organic Search
CUST02106,96,2,141.17,2,1,1,4,At Risk,3,Email
CUST02107,24,5,218.64000000000001,3,3,1,7,Potential Loyalists,1,Email
CUST02108,105,8,1204.65,2,4,4,10,Champions,2,Email
CUST02109,110,3,331.86,2,2,2,6,Potential Loyalists,3,Paid Search
CUST02110,51,5,395.1,3,3,2,8,Loyal Customers,1,Email
CUST02111,30,3,235.44,3,2,1,6,Potential Loyalists,3,Organic Search
CUST02112,247,5,523.85,1,3,3,7,Potential Loyalists,0,Organic Search
CUST02113,109,2,319.49,2,1,2,5,At Risk,3,Organic Search
CUST02114,188,2,42.81,1,1,1,3,Hibernating,3,Organic Search
CUST02115,22,6,676.77,4,4,4,12,Champions,1,Organic Search
CUST02116,49,4,538.3199999999999,3,2,3,8,Loyal Customers,1,Email
CUST02117,15,6,394.46000000000004,4,4,2,10,Champions,1,Referral
CUST02118,178,2,262.7,1,1,2,4,At Risk,3,Social Media
CUST02119,594,2,284.96999999999997,1,1,2,4,At Risk,0,Email
CUST02120,252,7,561.1800000000001,1,4,3,8,Loyal Customers,1,Referral
CUST02121,51,4,310.65,3,2,2,7,Potential Loyalists,3,Paid Search
CUST02122,196,2,195.45,1,1,1,3,Hibernating,0,Referral
CUST02123,56,7,549.9,2,4,3,9,Loyal Customers,1,Social Media
CUST02124,290,2,206.39,1,1,1,3,Hibernating,0,Paid Search
CUST02125,29,11,919.8499999999999,3,4,4,11,Champions,2,Paid Search
CUST02126,133,5,535.6500000000001,2,3,3,8,Loyal Customers,1,Organic Search
CUST02128,194,6,693.62,1,4,4,9,Loyal Customers,1,Email
CUST02129,26,3,427.72999999999996,3,2,3,8,Loyal Customers,3,Referral
CUST02130,9,5,429.16999999999996,4,3,3,10,Champions,1,Direct
CUST02131,377,2,307.53999999999996,1,1,2,4,At Risk,0,Social Media
CUST02132,60,8,1094.22,2,4,4,10,Champions,2,Referral
CUST02133,178,7,1298.94,1,4,4,9,Loyal Customers,2,Organic Search
CUST02134,34,3,533.74,3,2,3,8,Loyal Customers,3,Referral
CUST02135,65,8,1525.8100000000002,2,4,4,10,Champions,2,Paid Search
CUST02136,154,4,265.03,1,2,2,5,At Risk,3,Direct
CUST02137,80,3,200.89,2,2,1,5,At Risk,3,Social Media
CUST02138,16,2,153.64,4,1,1,6,Potential Loyalists,3,Paid Search
CUST02139,14,7,1077.69,4,4,4,12,Champions,2,Email
CUST02140,37,3,406.28,3,2,2,7,Potential Loyalists,3,Organic Search
CUST02141,150,4,263.2,1,2,2,5,At Risk,3,Paid Search
CUST02142,15,4,175.19,4,2,1,7,Potential Loyalists,3,Organic Search
CUST02143,201,1,13.47,1,1,1,3,Hibernating,0,Organic Search
CUST02144,188,2,80.64,1,1,1,3,Hibernating,3,Referral
CUST02145,27,4,1248.71,3,2,4,9,Loyal Customers,2,Organic Search
CUST02146,59,5,332.21000000000004,2,3,2,7,Potential Loyalists,1,Paid Search
CUST02147,216,3,334.78999999999996,1,2,2,5,At Risk,0,Referral
CUST02148,49,4,506.71,3,2,3,8,Loyal Customers,1,Email
CUST02149,76,2,300.53,2,1,2,5,At Risk,3,Email
CUST02150,18,3,86.92,4,2,1,7,Potential Loyalists,3,Direct
CUST02151,15,5,595.3,4,3,3,10,Champions,1,Paid Search
CUST02152,125,5,670.08,2,3,3,8,Loyal Customers,1,Organic Search
CUST02153,338,2,143.12,1,1,1,3,Hibernating,0,Organic Search
CUST02154,303,1,14.31,1,1,1,3,Hibernating,0,Organic Search
CUST02155,27,3,159.66,3,2,1,6,Potential Loyalists,3,Email
CUST02156,34,7,573.8,3,4,3,10,Champions,1,Paid Search
CUST02157,2,7,861.98,4,4,4,12,Champions,2,Organic Search
CUST02158,131,1,722.55,2,1,4,7,Potential Loyalists,3,Organic Search
CUST02159,59,5,818.11,2,3,4,9,Loyal Customers,1,Paid Search
CUST02160,103,5,755.5799999999999,2,3,4,9,Loyal Customers,1,Email
CUST02161,92,5,297.03,2,3,2,7,Potential Loyalists,1,Social Media
CUST02162,252,3,209.32999999999998,1,2,1,4,At Risk,0,Organic Search
CUST02163,47,8,511.68,3,4,3,10,Champions,1,Social Media
CUST02164,72,4,320.58,2,2,2,6,Potential Loyalists,3,Referral
CUST02165,117,3,406.21999999999997,2,2,2,6,Potential Loyalists,3,Paid Search
CUST02166,28,2,94.39,3,1,1,5,At Risk,3,Direct
CUST02167,224,2,182.05,1,1,1,3,Hibernating,0,Organic Search
CUST02168,42,5,372.3,3,3,2,8,Loyal Customers,1,Social Media
CUST02169,144,3,830.8199999999999,1,2,4,7,Potential Loyalists,1,Organic Search
CUST02170,27,2,134.12,3,1,1,5,At Risk,3,Direct
CUST02171,9,5,1101.71,4,3,4,11,Champions,2,Email
CUST02172,71,3,228.61,2,2,1,5,At Risk,3,Social Media
CUST02173,183,3,193.82999999999998,1,2,1,4,At Risk,3,Email
CUST02174,49,4,582.53,3,2,3,8,Loyal Customers,1,Organic Search
CUST02175,10,6,1780.36,4,4,4,12,Champions,2,Organic Search
CUST02176,193,1,252.56,1,1,2,4,At Risk,0,Direct
CUST02177,26,5,612.27,3,3,3,9,Loyal Customers,1,Email
CUST02178,182,3,385.25,1,2,2,5,At Risk,3,Organic Search
CUST02179,9,6,516.4300000000001,4,4,3,11,Champions,1,Referral
CUST02180,107,3,241.20000000000002,2,2,1,5,At Risk,3,Direct
CUST02181,79,6,667.34,2,4,3,9,Loyal Customers,1,Paid Search
CUST02182,107,6,473.85,2,4,3,9,Loyal Customers,1,Referral
CUST02183,161,6,738.88,1,4,4,9,Loyal Customers,1,Social Media
CUST02184,36,3,365.82,3,2,2,7,Potential Loyalists,3,Social Media
CUST02185,4,7,574.41,4,4,3,11,Champions,1,Social Media
CUST02186,113,2,298.21,2,1,2,5,At Risk,3,Organic Search
CUST02187,127,2,146.0,2,1,1,4,At Risk,3,Paid Search
CUST02188,45,5,351.94,3,3,2,8,Loyal Customers,1,Email
CUST02189,25,5,827.1099999999999,3,3,4,10,Champions,1,Email
CUST02190,31,4,355.1,3,2,2,7,Potential Loyalists,3,Social Media
CUST02191,30,6,755.28,3,4,4,11,Champions,1,Organic Search
CUST02192,187,1,28.3,1,1,1,3,Hibernating,3,Organic Search
CUST02193,28,5,502.02,3,3,3,9,Loyal Customers,1,Referral
CUST02194,401,1,54.98,1,1,1,3,Hibernating,0,Organic Search
CUST02195,128,3,228.56,2,2,1,5,At Risk,3,Organic Search
CUST02196,8,2,266.28000000000003,4,1,2,7,Potential Loyalists,3,Referral
CUST02197,69,3,284.37,2,2,2,6,Potential Loyalists,3,Direct
CUST02198,255,2,231.46999999999997,1,1,1,3,Hibernating,0,Organic Search
CUST02199,34,5,470.75,3,3,3,9,Loyal Customers,1,Email
CUST02200,532,3,177.4,1,2,1,4,At Risk,0,Social Media
CUST02201,34,4,1148.03,3,2,4,9,Loyal Customers,2,Direct
CUST02202,216,5,521.57,1,3,3,7,Potential Loyalists,1,Social Media
CUST02203,238,3,204.69,1,2,1,4,At Risk,0,Social Media
CUST02204,28,8,1337.92,3,4,4,11,Champions,2,Email
CUST02205,4,4,289.77,4,2,2,8,Loyal Customers,3,Email
CUST02206,46,4,142.86,3,2,1,6,Potential Loyalists,3,Organic Search
CUST02207,20,8,956.35,4,4,4,12,Champions,2,Social Media
CUST02208,3,5,223.94,4,3,1,8,Loyal Customers,1,Social Media
CUST02210,31,6,500.4,3,4,3,10,Champions,1,Paid Search
CUST02211,43,5,366.11,3,3,2,8,Loyal Customers,1,Organic Search
CUST02212,6,3,298.13,4,2,2,8,Loyal Customers,3,Paid Search
CUST02213,83,8,1252.3,2,4,4,10,Champions,2,Paid Search
CUST02214,22,7,629.76,4,4,3,11,Champions,1,Direct
CUST02215,213,2,159.29,1,1,1,3,Hibernating,0,Organic Search
CUST02216,104,7,1072.3,2,4,4,10,Champions,2,Direct
CUST02217,54,5,1387.28,2,3,4,9,Loyal Customers,2,Referral
CUST02218,230,3,1003.26,1,2,4,7,Potential Loyalists,0,Organic Search
CUST02219,24,4,222.8,3,2,1,6,Potential Loyalists,3,Referral
CUST02220,266,2,248.72000000000003,1,1,2,4,At Risk,0,Direct
CUST02221,66,3,344.57,2,2,2,6,Potential Loyalists,3,Email
CUST02222,379,6,207.28,1,4,1,6,Potential Loyalists,0,Social Media
CUST02223,4,5,488.9,4,3,3,10,Champions,1,Direct
CUST02224,532,1,193.34,1,1,1,3,Hibernating,0,Social Media
CUST02225,14,3,236.89999999999998,4,2,1,7,Potential Loyalists,3,Organic Search
CUST02226,29,7,718.46,3,4,4,11,Champions,1,Organic Search
CUST02227,2,7,870.36,4,4,4,12,Champions,2,Organic Search
CUST02228,102,4,277.19,2,2,2,6,Potential Loyalists,3,Email
CUST02230,42,7,398.54999999999995,3,4,2,9,Loyal Customers,1,Direct
CUST02231,180,5,553.31,1,3,3,7,Potential Loyalists,1,Organic Search
CUST02232,171,2,106.37,1,1,1,3,Hibernating,3,Email
CUST02233,144,3,1153.97,1,2,4,7,Potential Loyalists,1,Paid Search
CUST02234,251,2,810.9300000000001,1,1,4,6,Potential Loyalists,0,Paid Search
CUST02235,62,2,283.96,2,1,2,5,At Risk,3,Email
CUST02236,11,10,1511.6,4,4,4,12,Champions,2,Referral
CUST02237,57,3,155.78,2,2,1,5,At Risk,3,Paid Search
CUST02238,17,5,399.84999999999997,4,3,2,9,Loyal Customers,1,Paid Search
CUST02239,30,3,199.75,3,2,1,6,Potential Loyalists,3,Direct
CUST02240,24,3,351.05,3,2,2,7,Potential Loyalists,3,Organic Search
CUST02241,56,3,360.36,2,2,2,6,Potential Loyalists,3,Organic Search
CUST02242,66,5,275.27,2,3,2,7,Potential Loyalists,1,Email
CUST02243,63,3,320.18,2,2,2,6,Potential Loyalists,3,Organic Search
CUST02244,11,3,246.23,4,2,2,8,Loyal Customers,3,Organic Search
CUST02245,33,4,901.84,3,2,4,9,Loyal Customers,1,Paid Search
CUST02246,14,3,287.75,4,2,2,8,Loyal Customers,3,Paid Search
CUST02247,4,5,554.55,4,3,3,10,Champions,1,Organic Search
CUST02248,28,4,368.94,3,2,2,7,Potential Loyalists,3,Social Media
CUST02249,10,4,574.13,4,2,3,9,Loyal Customers,1,Paid Search
CUST02250,88,3,89.63,2,2,1,5,At Risk,3,Organic Search
CUST02251,58,1,6.29,2,1,1,4,At Risk,3,Referral
CUST02252,133,4,751.39,2,2,4,8,Loyal Customers,1,Organic Search
CUST02253,87,6,691.0,2,4,4,10,Champions,1,Paid Search
CUST02254,212,1,354.14,1,1,2,4,At Risk,0,Social Media
CUST02255,79,4,910.39,2,2,4,8,Loyal Customers,1,Paid Search
CUST02256,15,8,1131.12,4,4,4,12,Champions,2,Referral
CUST02257,258,1,34.99,1,1,1,3,Hibernating,0,Email
CUST02258,329,3,523.54,1,2,3,6,Potential Loyalists,0,Paid Search
CUST02259,346,3,431.14,1,2,3,6,Potential Loyalists,0,Referral
CUST02260,46,7,1081.8600000000001,3,4,4,11,Champions,2,Paid Search
CUST02261,6,3,396.77,4,2,2,8,Loyal Customers,3,Social Media
CUST02262,20,5,725.89,4,3,4,11,Champions,1,Email
CUST02263,43,6,306.8,3,4,2,9,Loyal Customers,1,Email
CUST02264,59,2,198.63,2,1,1,4,At Risk,3,Organic Search
CUST02265,216,2,97.12,1,1,1,3,Hibernating,0,Referral
CUST02266,398,4,663.43,1,2,3,6,Potential Loyalists,0,Organic Search
CUST02267,271,4,561.28,1,2,3,6,Potential Loyalists,0,Organic Search
CUST02268,24,4,622.5500000000001,3,2,3,8,Loyal Customers,1,Paid Search
CUST02269,44,3,159.74,3,2,1,6,Potential Loyalists,3,Social Media
CUST02270,272,2,303.38,1,1,2,4,At Risk,0,Social Media
CUST02271,2,3,579.76,4,2,3,9,Loyal Customers,3,Direct
CUST02272,39,7,886.63,3,4,4,11,Champions,2,Organic Search
CUST02273,1,4,847.65,4,2,4,10,Champions,1,Organic Search
CUST02274,347,4,367.87,1,2,2,5,At Risk,0,Social Media
CUST02275,483,2,100.64,1,1,1,3,Hibernating,0,Direct
CUST02276,8,6,453.28000000000003,4,4,3,11,Champions,1,Paid Search
CUST02277,71,4,1363.96,2,2,4,8,Loyal Customers,2,Paid Search
CUST02278,114,4,223.01999999999998,2,2,1,5,At Risk,3,Organic Search
CUST02279,23,5,864.48,4,3,4,11,Champions,1,Social Media
CUST02280,142,4,305.36,2,2,2,6,Potential Loyalists,3,Organic Search
CUST02281,40,3,357.43,3,2,2,7,Potential Loyalists,3,Email
CUST02282,74,3,76.03,2,2,1,5,At Risk,3,Referral
CUST02283,247,3,581.76,1,2,3,6,Potential Loyalists,0,Social Media
CUST02284,64,6,657.24,2,4,3,9,Loyal Customers,1,Organic Search
CUST02285,102,5,950.46,2,3,4,9,Loyal Customers,1,Email
CUST02286,253,4,921.4,1,2,4,7,Potential Loyalists,0,Organic Search
CUST02287,33,2,188.46,3,1,1,5,At Risk,3,Paid Search
CUST02288,342,4,560.2,1,2,3,6,Potential Loyalists,0,Direct
CUST02289,21,4,686.43,4,2,4,10,Champions,1,Organic Search
CUST02290,45,4,365.46999999999997,3,2,2,7,Potential Loyalists,3,Email
CUST02291,44,6,750.02,3,4,4,11,Champions,1,Organic Search
CUST02292,126,6,946.4,2,4,4,10,Champions,2,Social Media
CUST02293,381,1,247.6,1,1,2,4,At Risk,0,Social Media
CUST02294,430,1,47.87,1,1,1,3,Hibernating,0,Referral
CUST02295,115,6,429.82,2,4,3,9,Loyal Customers,1,Direct
CUST02296,35,4,362.11,3,2,2,7,Potential Loyalists,3,Organic Search
CUST02297,46,6,508.27,3,4,3,10,Champions,1,Social Media
CUST02298,1,4,985.8799999999999,4,2,4,10,Champions,1,Organic Search
CUST02299,84,3,430.77000000000004,2,2,3,7,Potential Loyalists,3,Social Media
CUST02300,58,2,239.28,2,1,1,4,At Risk,3,Paid Search
CUST02301,57,3,146.73,2,2,1,5,At Risk,3,Organic Search
CUST02302,4,3,249.98999999999998,4,2,2,8,Loyal Customers,3,Direct
CUST02303,353,4,217.97,1,2,1,4,At Risk,0,Referral
CUST02304,131,8,415.0,2,4,2,8,Loyal Customers,1,Organic Search
CUST02305,18,6,1038.77,4,4,4,12,Champions,2,Paid Search
CUST02306,244,3,526.22,1,2,3,6,Potential Loyalists,0,Email
CUST02307,24,5,345.57,3,3,2,8,Loyal Customers,1,Organic Search
CUST02308,40,4,541.79,3,2,3,8,Loyal Customers,1,Paid Search
CUST02309,9,3,266.89,4,2,2,8,Loyal Customers,3,Email
CUST02310,16,2,109.57,4,1,1,6,Potential Loyalists,3,Referral
CUST02311,210,5,550.35,1,3,3,7,Potential Loyalists,1,Paid Search
CUST02312,58,2,239.43,2,1,1,4,At Risk,3,Organic Search
CUST02313,50,4,1097.68,3,2,4,9,Loyal Customers,2,Social Media
CUST02314,16,2,83.53,4,1,1,6,Potential Loyalists,3,Paid Search
CUST02315,155,7,533.5699999999999,1,4,3,8,Loyal Customers,1,Direct
CUST02316,17,6,703.6800000000001,4,4,4,12,Champions,1,Paid Search
CUST02317,180,1,37.52,1,1,1,3,Hibernating,3,Direct
