order_id,customer_id,order_date,category,product_name,unit_price,quantity,discount_pct,gross_amount,shipping_cost,net_revenue,marketing_channel,payment_method,region,customer_segment,returned,review_score,has_review,order_month,cohort_month,cohort_index,recency,frequency,monetary,segment,cluster
ORD117694,CUST00469,2024-11-21,Sports & Outdoors,Resistance Bands,103.33,1,15,103.33,5.93,87.83,Email,Credit Card,Asia Pacific,New,False,,False,2024-11,2023-03,20,41,6,710.75,Champions,1
ORD111274,CUST04012,2024-10-08,Toys & Games,Board Game,57.65,2,0,115.3,7.31,115.3,Referral,PayPal,Europe,Returning,False,1.0,True,2024-10,2024-09,1,45,6,577.32,Champions,1
ORD105816,CUST02945,2023-10-04,Office Supplies,Wireless Mouse,156.8,2,0,313.6,11.5,313.6,Organic Search,Credit Card,Europe,New,False,,False,2023-10,2023-09,1,85,3,573.36,Potential Loyalists,3
ORD104454,CUST01816,2024-12-27,Apparel,Yoga Pants,14.39,1,0,14.39,3.65,14.39,Email,PayPal,North America,Returning,False,,False,2024-12,2024-07,5,5,7,572.2,Champions,1
ORD117506,CUST00641,2023-11-30,Beauty & Personal Care,Face Serum,23.49,1,5,23.49,3.22,22.32,Direct,Gift Card,North America,New,False,4.0,True,2023-11,2023-11,0,53,4,414.19,Potential Loyalists,3
ORD107425,CUST03291,2024-05-09,Home & Kitchen,Knife Set,174.95,1,5,174.95,7.31,166.2,Paid Search,Debit Card,Europe,New,False,4.0,True,2024-05,2024-04,1,71,6,576.24,Loyal Customers,1
ORD102419,CUST02180,2024-09-16,Sports & Outdoors,Camping Tent,70.84,1,0,70.84,7.96,70.84,Social Media,Credit Card,North America,Returning,False,4.0,True,2024-09,2023-11,10,107,3,241.20000000000002,At Risk,3
ORD101341,CUST00345,2023-12-28,Sports & Outdoors,Resistance Bands,122.81,1,10,122.81,3.35,110.53,Organic Search,PayPal,Europe,Returning,False,2.0,True,2023-12,2023-11,1,300,5,448.87,Potential Loyalists,0
ORD117868,CUST04123,2023-12-06,Toys & Games,Board Game,53.93,1,0,53.93,9.36,53.93,Paid Search,Credit Card,Asia Pacific,New,False,3.0,True,2023-12,2023-12,0,45,6,522.33,Champions,1
ORD114314,CUST01994,2024-11-10,Home & Kitchen,Desk Lamp,85.0,2,0,170.0,9.65,170.0,Direct,PayPal,North America,Returning,True,,False,2024-11,2024-11,0,38,4,385.44,Potential Loyalists,3
ORD111738,CUST02063,2024-11-26,Office Supplies,Desk Organizer,79.14,1,0,79.14,3.86,79.14,Email,Credit Card,North America,New,False,3.0,True,2024-11,2024-10,1,36,4,575.71,Loyal Customers,1
ORD115477,CUST02867,2023-12-30,Beauty & Personal Care,Electric Toothbrush,62.65,1,0,62.65,10.89,62.65,Paid Search,Buy Now Pay Later,North America,VIP,True,5.0,True,2023-12,2023-12,0,53,2,211.89000000000001,At Risk,3
ORD108575,CUST00343,2023-11-30,Apparel,Graphic Tee,34.29,1,10,34.29,7.19,30.86,Social Media,Credit Card,Asia Pacific,Returning,False,,False,2023-11,2023-11,0,13,3,337.53,Potential Loyalists,3
ORD114427,CUST02210,2024-11-21,Office Supplies,Wireless Mouse,110.13,1,10,110.13,10.78,99.12,Direct,PayPal,North America,Returning,False,1.0,True,2024-11,2023-12,11,31,6,500.4,Champions,1
ORD103239,CUST02069,2024-09-05,Electronics,Wireless Earbuds,38.42,1,0,38.42,2.61,38.42,Organic Search,PayPal,Europe,New,True,,False,2024-09,2024-08,1,105,6,1164.5600000000002,Champions,2
ORD106264,CUST01624,2024-07-26,Electronics,Wireless Earbuds,167.91,1,10,167.91,6.14,151.12,Organic Search,Credit Card,North America,Returning,False,,False,2024-07,2024-06,1,21,6,618.3299999999999,Champions,1
ORD112860,CUST00939,2023-09-16,Sports & Outdoors,Water Bottle,72.36,3,10,217.08,9.74,195.37,Email,Credit Card,Europe,Returning,False,2.0,True,2023-09,2023-01,8,16,8,949.65,Champions,2
ORD112065,CUST01374,2024-05-28,Electronics,Smartwatch,163.61,1,10,163.61,9.3,147.25,Email,PayPal,Europe,New,False,3.0,True,2024-05,2024-05,0,218,1,147.25,Hibernating,0
ORD111975,CUST00789,2024-01-26,Home & Kitchen,Storage Bins,79.05,1,0,79.05,7.31,79.05,Paid Search,Credit Card,Europe,VIP,False,,False,2024-01,2024-01,0,51,9,1264.18,Champions,2
ORD116986,CUST03665,2024-12-24,Office Supplies,Notebook Set,211.06,1,0,211.06,8.87,211.06,Paid Search,Gift Card,Latin America,New,False,4.0,True,2024-12,2024-01,11,2,6,527.59,Champions,1
ORD112852,CUST00472,2024-01-25,Sports & Outdoors,Hiking Backpack,31.88,1,0,31.88,2.67,31.88,Organic Search,Credit Card,North America,New,False,4.0,True,2024-01,2023-07,6,16,6,707.3,Champions,1
ORD113134,CUST02895,2023-12-10,Electronics,Bluetooth Speaker,154.39,1,30,154.39,4.82,108.07,Referral,PayPal,North America,Returning,True,5.0,True,2023-12,2023-07,5,5,6,679.01,Champions,1
ORD102593,CUST02203,2024-04-25,Office Supplies,Wireless Mouse,156.19,1,25,156.19,7.19,117.14,Organic Search,PayPal,Asia Pacific,New,False,,False,2024-04,2024-04,0,238,3,204.69,At Risk,0
ORD106444,CUST02299,2024-10-03,Sports & Outdoors,Hiking Backpack,68.13,1,0,68.13,9.67,68.13,Email,Buy Now Pay Later,North America,Returning,False,5.0,True,2024-10,2024-07,3,84,3,430.77000000000004,Potential Loyalists,3
ORD109768,CUST01152,2024-04-20,Electronics,Phone Case,72.4,1,15,72.4,3.71,61.54,Direct,PayPal,Europe,New,False,,False,2024-04,2024-04,0,123,5,885.21,Loyal Customers,1
ORD109066,CUST02078,2024-04-13,Sports & Outdoors,Yoga Mat,91.3,1,15,91.3,5.22,77.6,Referral,PayPal,Latin America,New,True,3.0,True,2024-04,2024-04,0,231,2,114.47999999999999,Hibernating,0
ORD113896,CUST02444,2024-06-15,Home & Kitchen,Desk Lamp,71.61,3,0,214.83,7.28,214.83,Organic Search,Gift Card,Asia Pacific,Returning,False,3.0,True,2024-06,2024-06,0,186,4,473.37,Potential Loyalists,0
ORD112413,CUST02083,2024-11-04,Home & Kitchen,Knife Set,162.4,1,0,162.4,7.25,162.4,Direct,PayPal,North America,New,False,,False,2024-11,2024-10,1,48,3,810.29,Loyal Customers,1
ORD105851,CUST02068,2024-01-11,Toys & Games,Puzzle 1000pc,52.93,1,25,52.93,7.25,39.7,Email,Credit Card,North America,Returning,False,5.0,True,2024-01,2024-01,0,207,4,342.54,At Risk,0
ORD115776,CUST01918,2024-01-22,Toys & Games,Plush Toy,24.33,2,0,48.66,7.19,48.66,Paid Search,Gift Card,Asia Pacific,New,False,4.0,True,2024-01,2024-01,0,200,4,225.97,At Risk,0
ORD116197,CUST02217,2024-02-15,Electronics,Smartwatch,197.14,4,15,788.56,6.86,670.28,Referral,Credit Card,North America,Returning,False,,False,2024-02,2024-02,0,54,5,1387.28,Loyal Customers,2
ORD106764,CUST01988,2023-04-05,Sports & Outdoors,Resistance Bands,52.73,2,25,105.46,7.25,79.1,Paid Search,Credit Card,North America,Returning,False,,False,2023-04,2023-04,0,232,4,257.76,At Risk,0
ORD103946,CUST02135,2023-11-01,Beauty & Personal Care,Makeup Palette,21.36,1,25,21.36,6.43,16.02,Social Media,PayPal,Asia Pacific,New,False,3.0,True,2023-11,2023-07,4,65,8,1525.8100000000002,Champions,2
ORD105990,CUST03238,2024-12-08,Sports & Outdoors,Camping Tent,121.12,3,0,363.36,7.18,363.36,Paid Search,PayPal,Middle East & Africa,New,False,,False,2024-12,2024-11,1,24,3,1087.9,Loyal Customers,1
ORD105895,CUST01855,2024-02-27,Toys & Games,Puzzle 1000pc,10.42,1,0,10.42,7.19,10.42,Paid Search,Credit Card,Asia Pacific,Returning,False,,False,2024-02,2023-07,7,79,7,560.56,Loyal Customers,1
ORD106059,CUST01378,2024-01-15,Office Supplies,Whiteboard,89.71,1,5,89.71,2.58,85.22,Organic Search,PayPal,North America,Returning,False,,False,2024-01,2024-01,0,343,3,278.13,At Risk,0
ORD116341,CUST03904,2024-09-19,Sports & Outdoors,Hiking Backpack,129.44,1,15,129.44,7.95,110.02,Email,Credit Card,Latin America,New,False,,False,2024-09,2024-03,6,104,3,293.90999999999997,Potential Loyalists,3
ORD104329,CUST01779,2024-10-31,Beauty & Personal Care,Face Serum,29.06,1,5,29.06,10.74,27.61,Direct,Buy Now Pay Later,North America,Returning,False,5.0,True,2024-10,2024-05,5,48,5,439.43,Loyal Customers,1
ORD108005,CUST03820,2024-03-12,Toys & Games,Puzzle 1000pc,46.07,1,5,46.07,8.27,43.77,Social Media,Debit Card,Asia Pacific,Returning,False,,False,2024-03,2023-09,6,295,6,520.56,Loyal Customers,0
ORD105848,CUST02575,2024-06-16,Apparel,Yoga Pants,24.91,1,30,24.91,7.19,17.44,Organic Search,Credit Card,Asia Pacific,VIP,False,,False,2024-06,2024-04,2,84,6,534.5500000000001,Loyal Customers,1
ORD102780,CUST02532,2024-10-05,Sports & Outdoors,Hiking Backpack,61.02,3,0,183.06,11.25,183.06,Paid Search,Credit Card,North America,New,False,2.0,True,2024-10,2024-09,1,43,6,756.4200000000001,Champions,1
ORD108388,CUST02725,2024-08-29,Office Supplies,Ergonomic Chair,63.38,1,15,63.38,10.83,53.87,Paid Search,Credit Card,Asia Pacific,New,True,1.0,True,2024-08,2023-03,17,44,8,817.45,Champions,2
ORD114405,CUST01478,2024-07-09,Electronics,Laptop Stand,114.28,1,5,114.28,7.31,108.57,Organic Search,Credit Card,Europe,Returning,False,3.0,True,2024-07,2024-06,1,176,2,128.22,Hibernating,3
ORD108934,CUST00510,2023-11-27,Beauty & Personal Care,Perfume,44.08,1,30,44.08,6.66,30.86,Direct,Credit Card,North America,Unknown,False,,False,2023-11,2023-11,0,133,8,906.7,Champions,2
ORD114611,CUST00839,2024-06-08,Apparel,Yoga Pants,80.8,4,15,323.2,10.46,274.72,Paid Search,PayPal,Europe,New,False,1.0,True,2024-06,2024-05,1,1,5,536.1700000000001,Champions,1
ORD117470,CUST00057,2024-01-31,Beauty & Personal Care,Face Serum,62.18,4,15,248.72,9.86,211.41,Organic Search,Credit Card,North America,New,False,1.0,True,2024-01,2023-09,4,230,5,1304.46,Loyal Customers,2
ORD109936,CUST01952,2023-11-17,Office Supplies,Wireless Mouse,156.8,1,0,156.8,4.36,156.8,Social Media,PayPal,Europe,Returning,False,3.0,True,2023-11,2023-06,5,24,11,1266.75,Champions,2
ORD103107,CUST01850,2024-10-29,Toys & Games,Building Blocks Set,43.5,1,0,43.5,10.61,43.5,Organic Search,PayPal,Europe,New,False,,False,2024-10,2024-09,1,47,4,938.49,Loyal Customers,1
ORD112947,CUST02660,2024-01-13,Electronics,Bluetooth Speaker,35.3,1,30,35.3,7.98,24.71,Social Media,Debit Card,North America,Returning,False,,False,2024-01,2023-01,12,2,7,1115.43,Champions,2
ORD114101,CUST01559,2024-10-14,Office Supplies,Ergonomic Chair,15.59,1,30,15.59,11.2,10.91,Email,PayPal,Europe,New,False,2.0,True,2024-10,2024-09,1,79,8,752.08,Champions,2
ORD100955,CUST03277,2024-09-13,Beauty & Personal Care,Perfume,22.01,2,20,44.02,7.19,35.22,Email,PayPal,Asia Pacific,Returning,False,5.0,True,2024-09,2024-09,0,101,3,252.57999999999998,Potential Loyalists,3
ORD104799,CUST04148,2024-11-17,Toys & Games,Building Blocks Set,55.0,4,10,220.0,7.31,198.0,Paid Search,Debit Card,Europe,New,False,2.0,True,2024-11,2024-08,3,45,3,345.12,Potential Loyalists,3
ORD116162,CUST03687,2023-12-05,Toys & Games,Board Game,36.43,2,0,72.86,9.49,72.86,Social Media,Debit Card,Middle East & Africa,New,False,2.0,True,2023-12,2023-12,0,75,5,392.93,Potential Loyalists,1
ORD107472,CUST00960,2024-11-27,Home & Kitchen,Throw Blanket,78.8,2,20,157.6,7.19,126.08,Social Media,PayPal,Asia Pacific,Returning,False,3.0,True,2024-11,2023-12,11,14,6,421.5,Champions,1
ORD111646,CUST01196,2024-06-01,Sports & Outdoors,Water Bottle,29.2,4,15,116.8,7.75,99.28,Direct,PayPal,Latin America,Returning,False,,False,2024-06,2024-06,0,31,5,446.12,Loyal Customers,1
ORD106472,CUST00198,2024-11-07,Apparel,Yoga Pants,65.3,1,15,65.3,11.26,55.5,Paid Search,Debit Card,Latin America,New,False,,False,2024-11,2024-11,0,38,3,333.19,Potential Loyalists,3
ORD115746,CUST01046,2023-06-22,Beauty & Personal Care,Hair Dryer,49.23,1,25,49.23,7.25,36.92,Paid Search,PayPal,North America,New,False,4.0,True,2023-06,2023-06,0,17,4,175.56,Potential Loyalists,3
ORD115041,CUST02114,2024-06-27,Home & Kitchen,Storage Bins,22.05,1,5,22.05,11.26,20.95,Referral,PayPal,North America,VIP,False,2.0,True,2024-06,2024-06,0,188,2,42.81,Hibernating,3
ORD114014,CUST00102,2024-09-19,Office Supplies,Whiteboard,249.64,1,0,249.64,4.2,249.64,Organic Search,Gift Card,Europe,Returning,False,,False,2024-09,2024-09,0,104,1,249.64,At Risk,3
ORD108647,CUST03553,2024-12-17,Electronics,Bluetooth Speaker,194.7,1,10,194.7,7.38,175.23,Email,PayPal,Asia Pacific,Returning,False,4.0,True,2024-12,2023-10,14,15,5,554.48,Champions,1
ORD102942,CUST03950,2024-08-06,Toys & Games,Puzzle 1000pc,25.89,1,10,25.89,5.85,23.3,Referral,PayPal,Asia Pacific,New,False,,False,2024-08,2024-07,1,53,8,664.9,Champions,1
ORD100465,CUST00785,2024-08-28,Apparel,Wool Sweater,36.87,2,20,73.74,4.77,58.99,Organic Search,Credit Card,North America,New,False,1.0,True,2024-08,2024-08,0,59,8,1539.55,Champions,2
ORD114734,CUST02258,2024-01-04,Office Supplies,Whiteboard,79.13,1,0,79.13,5.59,79.13,Email,Credit Card,Europe,VIP,False,,False,2024-01,2023-12,1,329,3,523.54,Potential Loyalists,0
ORD114302,CUST01118,2024-09-30,Home & Kitchen,Air Fryer,60.23,4,15,240.92,6.49,204.78,Social Media,PayPal,Europe,Returning,False,3.0,True,2024-09,2024-09,0,17,7,619.83,Champions,1
ORD113863,CUST01322,2024-11-08,Home & Kitchen,Desk Lamp,139.11,1,5,139.11,7.78,132.15,Referral,Credit Card,Europe,Returning,False,5.0,True,2024-11,2024-11,0,23,9,837.49,Champions,2
ORD112453,CUST04191,2024-03-31,Toys & Games,RC Car,24.98,2,10,49.96,10.6,44.96,Email,Credit Card,Asia Pacific,New,False,,False,2024-03,2024-03,0,55,8,760.42,Champions,2
ORD111595,CUST02631,2024-07-07,Apparel,Wool Sweater,24.62,1,20,24.62,10.12,19.7,Organic Search,PayPal,Europe,New,False,3.0,True,2024-07,2024-06,1,159,7,764.97,Loyal Customers,1
ORD101067,CUST03903,2024-11-09,Apparel,Rain Jacket,53.15,4,10,212.6,8.8,191.34,Organic Search,PayPal,North America,Returning,False,2.0,True,2024-11,2023-08,15,53,6,1082.24,Champions,2
ORD100907,CUST01316,2024-03-18,Sports & Outdoors,Hiking Backpack,71.22,1,30,71.22,4.17,49.85,Email,Credit Card,Asia Pacific,New,False,4.0,True,2024-03,2024-03,0,276,3,431.13,At Risk,0
ORD116958,CUST00302,2023-04-23,Home & Kitchen,Storage Bins,68.49,1,15,68.49,11.89,58.22,Social Media,Credit Card,Asia Pacific,VIP,False,5.0,True,2023-04,2023-04,0,14,4,770.79,Champions,1
ORD107477,CUST00132,2024-12-05,Toys & Games,Building Blocks Set,52.09,2,10,104.18,7.94,93.76,Paid Search,Credit Card,Europe,New,False,3.0,True,2024-12,2024-11,1,5,7,361.71,Champions,1
ORD114489,CUST00859,2024-04-05,Sports & Outdoors,Camping Tent,106.22,2,0,212.44,5.9,212.44,Referral,Credit Card,Asia Pacific,Returning,False,1.0,True,2024-04,2023-07,9,271,2,221.01,Hibernating,0
ORD101678,CUST03494,2024-06-11,Sports & Outdoors,Yoga Mat,95.89,1,10,95.89,3.57,86.3,Organic Search,Credit Card,Europe,VIP,False,,False,2024-06,2024-05,1,58,5,919.4,Loyal Customers,1
ORD108198,CUST02371,2024-07-11,Toys & Games,Board Game,29.61,1,15,29.61,8.3,25.17,Direct,Credit Card,North America,New,False,,False,2024-07,2024-07,0,29,6,352.51,Loyal Customers,1
ORD110821,CUST02049,2024-08-21,Electronics,Bluetooth Speaker,97.26,3,10,291.78,11.09,262.6,Paid Search,Buy Now Pay Later,Europe,Returning,False,5.0,True,2024-08,2023-12,8,133,6,498.69,Loyal Customers,1
ORD100978,CUST02208,2024-08-13,Toys & Games,Building Blocks Set,14.06,4,0,56.24,7.25,56.24,Direct,PayPal,North America,New,False,5.0,True,2024-08,2023-03,17,3,5,223.94,Loyal Customers,1
ORD103314,CUST00665,2023-08-13,Sports & Outdoors,Camping Tent,100.67,2,0,201.34,9.88,201.34,Referral,Debit Card,North America,New,False,,False,2023-08,2023-08,0,252,3,549.55,At Risk,0
ORD113974,CUST00957,2024-08-22,Office Supplies,Ergonomic Chair,54.35,1,0,54.35,7.19,54.35,Social Media,Credit Card,Asia Pacific,Unknown,True,,False,2024-08,2024-08,0,85,4,347.09000000000003,Potential Loyalists,3
ORD103113,CUST03948,2024-04-30,Home & Kitchen,Air Fryer,46.84,1,0,46.84,10.72,46.84,Referral,Credit Card,Europe,Returning,False,2.0,True,2024-04,2024-04,0,218,3,103.42,At Risk,0
ORD106703,CUST00662,2024-01-05,Sports & Outdoors,Hiking Backpack,89.02,1,10,89.02,7.91,80.12,Social Media,PayPal,North America,New,False,,False,2024-01,2023-03,10,64,4,265.07,Potential Loyalists,3
ORD116149,CUST02246,2024-07-23,Sports & Outdoors,Yoga Mat,123.61,1,10,123.61,10.21,111.25,Organic Search,Debit Card,Asia Pacific,Returning,False,4.0,True,2024-07,2024-07,0,14,3,287.75,Loyal Customers,3
ORD113026,CUST02768,2024-12-16,Home & Kitchen,Desk Lamp,116.24,1,5,116.24,7.19,110.43,Organic Search,PayPal,Asia Pacific,Returning,False,2.0,True,2024-12,2024-11,1,16,7,473.62,Champions,1
ORD111244,CUST02202,2024-05-30,Office Supplies,Wireless Mouse,72.06,4,10,288.24,11.99,259.42,Social Media,Gift Card,Europe,New,False,3.0,True,2024-05,2024-01,4,216,5,521.57,Potential Loyalists,1
ORD109987,CUST00257,2023-09-09,Apparel,Rain Jacket,56.99,1,30,56.99,11.38,39.89,Organic Search,Credit Card,North America,Returning,False,4.0,True,2023-09,2023-09,0,61,7,475.03000000000003,Loyal Customers,1
ORD115428,CUST01862,2023-12-24,Apparel,Graphic Tee,34.2,1,20,34.2,7.31,27.36,Email,Credit Card,Europe,Returning,True,3.0,True,2023-12,2023-04,8,216,6,613.09,Loyal Customers,1
ORD113306,CUST00966,2024-06-02,Beauty & Personal Care,Makeup Palette,44.85,2,0,89.7,4.24,89.7,Organic Search,PayPal,Middle East & Africa,New,False,5.0,True,2024-06,2024-02,4,122,3,278.46,At Risk,3
ORD113539,CUST00508,2024-03-24,Home & Kitchen,Air Fryer,153.28,2,0,306.56,7.19,306.56,Social Media,Debit Card,Asia Pacific,New,False,2.0,True,2024-03,2024-03,0,9,5,853.9,Champions,1
ORD113206,CUST02601,2024-11-22,Apparel,Rain Jacket,29.0,2,0,58.0,5.29,58.0,Organic Search,Debit Card,Europe,Returning,False,2.0,True,2024-11,2023-09,14,40,7,894.49,Champions,2
ORD100167,CUST00763,2024-03-20,Office Supplies,Desk Organizer,15.63,1,25,15.63,6.1,11.72,Organic Search,Gift Card,Europe,Returning,False,3.0,True,2024-03,2024-03,0,5,5,277.6,Loyal Customers,1
ORD103417,CUST02382,2024-03-29,Toys & Games,Board Game,16.34,1,30,16.34,7.19,11.44,Social Media,Credit Card,Asia Pacific,Returning,False,4.0,True,2024-03,2024-03,0,168,6,633.39,Loyal Customers,1
ORD101082,CUST03406,2024-08-20,Apparel,Rain Jacket,65.56,1,5,65.56,10.63,62.28,Organic Search,PayPal,Europe,Returning,True,3.0,True,2024-08,2024-07,1,12,7,478.15,Champions,1
ORD117878,CUST03043,2024-01-14,Home & Kitchen,Knife Set,68.93,1,20,68.93,7.25,55.14,Referral,PayPal,North America,Returning,False,,False,2024-01,2024-01,0,78,3,379.91999999999996,Potential Loyalists,3
ORD104845,CUST04037,2024-11-16,Toys & Games,Plush Toy,27.33,1,5,27.33,9.37,25.96,Organic Search,Credit Card,Latin America,New,False,,False,2024-11,2024-08,3,28,7,328.86,Loyal Customers,1
ORD105910,CUST01270,2024-04-09,Home & Kitchen,Knife Set,40.22,1,10,40.22,2.93,36.2,Direct,PayPal,Latin America,New,False,,False,2024-04,2023-08,8,189,3,196.82,Hibernating,0
ORD112848,CUST00153,2024-06-19,Home & Kitchen,Throw Blanket,36.37,1,0,36.37,8.11,36.37,Direct,Credit Card,North America,New,False,3.0,True,2024-06,2024-06,0,161,3,96.44,Hibernating,3
ORD105644,CUST00282,2024-11-10,Sports & Outdoors,Camping Tent,145.81,1,0,145.81,6.89,145.81,Email,Debit Card,Latin America,New,False,,False,2024-11,2024-08,3,52,5,481.66999999999996,Loyal Customers,1
ORD100363,CUST03163,2024-10-02,Beauty & Personal Care,Perfume,24.51,3,10,73.53,5.62,66.18,Paid Search,Buy Now Pay Later,Europe,VIP,False,1.0,True,2024-10,2024-09,1,52,9,593.38,Champions,1
ORD103712,CUST01254,2024-12-26,Sports & Outdoors,Resistance Bands,25.49,1,15,25.49,4.64,21.67,Email,PayPal,North America,Returning,False,1.0,True,2024-12,2024-10,2,6,2,232.04000000000002,Potential Loyalists,3
ORD117558,CUST00509,2024-05-18,Home & Kitchen,Storage Bins,30.35,1,10,30.35,7.25,27.32,Email,Debit Card,North America,Returning,False,4.0,True,2024-05,2024-05,0,210,5,293.9,Potential Loyalists,0
ORD106194,CUST04054,2023-12-29,Sports & Outdoors,Yoga Mat,101.04,1,5,101.04,7.31,95.99,Paid Search,Gift Card,Europe,Returning,False,4.0,True,2023-12,2023-09,3,2,4,348.18,Loyal Customers,3
ORD105797,CUST03184,2024-07-31,Office Supplies,Notebook Set,65.13,1,0,65.13,2.84,65.13,Organic Search,Debit Card,Asia Pacific,New,False,,False,2024-07,2023-12,7,44,4,568.24,Loyal Customers,1
ORD117318,CUST03810,2024-12-20,Sports & Outdoors,Water Bottle,138.07,1,0,138.07,7.0,138.07,Organic Search,Buy Now Pay Later,North America,Returning,False,,False,2024-12,2023-12,12,12,6,600.08,Champions,1
ORD117379,CUST00400,2024-11-09,Electronics,Smartwatch,213.04,1,0,213.04,8.62,213.04,Direct,Buy Now Pay Later,Europe,New,True,1.0,True,2024-11,2024-08,3,53,4,516.42,Loyal Customers,1
ORD100371,CUST01963,2024-11-21,Toys & Games,Plush Toy,27.42,1,10,27.42,11.89,24.68,Organic Search,Credit Card,Europe,Returning,False,,False,2024-11,2024-05,6,41,3,123.9,Potential Loyalists,3
ORD116033,CUST00216,2023-09-25,Home & Kitchen,Knife Set,152.56,1,0,152.56,3.77,152.56,Organic Search,Debit Card,Asia Pacific,New,False,,False,2023-09,2023-07,2,48,6,691.4300000000001,Champions,1
ORD102643,CUST02763,2024-10-28,Toys & Games,Puzzle 1000pc,31.59,1,0,31.59,7.29,31.59,Organic Search,PayPal,Latin America,New,False,,False,2024-10,2024-10,0,12,5,500.84000000000003,Champions,1
ORD100136,CUST02020,2024-03-13,Beauty & Personal Care,Electric Toothbrush,21.96,4,25,87.84,10.98,65.88,Email,Credit Card,Europe,Returning,False,2.0,True,2024-03,2023-09,6,102,5,748.6,Loyal Customers,1
ORD111816,CUST00955,2024-11-12,Sports & Outdoors,Water Bottle,87.1,1,5,87.1,7.19,82.74,Email,Credit Card,Asia Pacific,New,True,4.0,True,2024-11,2024-09,2,50,3,298.07,Potential Loyalists,3
ORD104628,CUST02837,2024-06-05,Toys & Games,RC Car,26.65,1,0,26.65,6.79,26.65,Direct,PayPal,Asia Pacific,Returning,False,,False,2024-06,2024-06,0,194,3,80.34,At Risk,0
ORD117871,CUST01571,2023-11-19,Office Supplies,Ergonomic Chair,211.26,4,20,845.04,7.25,676.03,Social Media,PayPal,North America,New,False,,False,2023-11,2023-09,2,50,5,1279.65,Champions,2
ORD106838,CUST01582,2024-09-04,Office Supplies,Notebook Set,15.62,3,25,46.86,7.27,35.14,Email,Credit Card,Asia Pacific,New,False,2.0,True,2024-09,2024-08,1,5,5,654.5,Champions,1
ORD101792,CUST00684,2024-06-24,Home & Kitchen,Throw Blanket,17.89,2,0,35.78,7.25,35.78,Paid Search,PayPal,North America,Unknown,False,2.0,True,2024-06,2024-06,0,1,4,390.33,Loyal Customers,3
ORD108523,CUST01379,2024-09-08,Toys & Games,Plush Toy,33.99,2,0,67.98,7.31,67.98,Email,Credit Card,Europe,New,False,1.0,True,2024-09,2023-12,9,66,3,605.1999999999999,Potential Loyalists,3
ORD115967,CUST02330,2023-03-12,Sports & Outdoors,Camping Tent,147.84,1,10,147.84,3.04,133.06,Paid Search,Gift Card,Latin America,Returning,False,3.0,True,2023-03,2023-03,0,96,6,356.97,Loyal Customers,1
ORD114553,CUST02792,2024-11-02,Apparel,Graphic Tee,29.95,1,5,29.95,7.25,28.45,Organic Search,PayPal,North America,Returning,False,4.0,True,2024-11,2023-07,16,9,6,904.7,Champions,2
ORD110291,CUST03735,2024-07-27,Toys & Games,Building Blocks Set,21.21,2,15,42.42,7.25,36.06,Paid Search,Debit Card,North America,Returning,False,5.0,True,2024-07,2023-12,7,158,3,221.67000000000002,At Risk,3
ORD104302,CUST01555,2024-12-11,Electronics,Smartwatch,215.17,3,0,645.51,8.63,645.51,Paid Search,PayPal,Asia Pacific,Returning,False,,False,2024-12,2024-06,6,21,6,1354.05,Champions,2
ORD109268,CUST02722,2024-04-19,Beauty & Personal Care,Face Serum,32.52,1,15,32.52,4.23,27.64,Email,Credit Card,Europe,Returning,False,3.0,True,2024-04,2024-03,1,61,8,748.9200000000001,Champions,2
ORD117779,CUST04037,2024-08-07,Beauty & Personal Care,Perfume,20.66,2,20,41.32,7.29,33.06,Email,Credit Card,Latin America,New,False,4.0,True,2024-08,2024-08,0,28,7,328.86,Loyal Customers,1
ORD102255,CUST01241,2024-10-01,Toys & Games,Puzzle 1000pc,33.06,1,10,33.06,8.56,29.75,Email,Credit Card,Europe,New,False,3.0,True,2024-10,2024-09,1,89,8,982.98,Champions,2
ORD112712,CUST00320,2024-12-10,Home & Kitchen,Storage Bins,98.89,1,0,98.89,10.11,98.89,Social Media,Credit Card,North America,VIP,False,1.0,True,2024-12,2024-11,1,22,5,299.64,Loyal Customers,1
ORD107439,CUST00336,2023-10-19,Toys & Games,Puzzle 1000pc,21.49,4,30,85.96,7.31,60.17,Social Media,PayPal,Europe,Returning,False,1.0,True,2023-10,2023-08,2,426,3,283.44,At Risk,0
ORD113774,CUST04070,2023-10-24,Electronics,Smartwatch,40.13,1,0,40.13,3.09,40.13,Paid Search,Credit Card,North America,New,False,,False,2023-10,2023-01,9,56,9,1404.56,Champions,2
ORD113470,CUST01490,2023-11-19,Home & Kitchen,Knife Set,161.73,3,0,485.19,11.34,485.19,Paid Search,Credit Card,Latin America,New,True,4.0,True,2023-11,2023-02,9,190,7,1709.22,Loyal Customers,2
ORD103147,CUST03879,2023-05-16,Office Supplies,Desk Organizer,70.45,1,0,70.45,4.58,70.45,Email,PayPal,Asia Pacific,New,False,,False,2023-05,2023-05,0,16,11,1957.28,Champions,2
ORD102783,CUST00130,2024-03-25,Electronics,Wireless Earbuds,109.66,3,15,328.98,10.67,279.63,Organic Search,Credit Card,North America,New,False,,False,2024-03,2024-03,0,282,2,348.43,At Risk,0
